,addedDate,allTimeAveragePrice,artStyle,blockchain,collectionSlug,contractAddress,discordUrl,floorPrice,fullyMinted,id,image,launchDate,marketCap,name,nameSort,onSalesPercent,oneDayAveragePrice,oneDayChange,oneDayFloorPriceChange,oneDaySales,oneDayVolume,openseaBannerImage,openseaDescription,openseaImage,openseaSlug,osSharedContract,ownerCount,published,searchName,sevenDayAveragePrice,sevenDayChange,sevenDayFloorPriceChange,sevenDaySales,sevenDayVolume,sevenDaysFloorPriceHistory,sevenDaysVolumeHistory,supply,theme,thirtyDayAveragePrice,thirtyDayChange,thirtyDayFloorPriceChange,thirtyDaySales,thirtyDayVolume,totalOnSale,totalSupply,totalVolume,twitterHandle,verified,websiteUrl,instagramHandle,collectionURL,assetsname
0,1677874451767,0.23383803794601987,uncategorized,ethereum,utopia-avatars,0x5f076e995290f3f9aea85fdd06d8fae118f2b75c,https://discord.gg/utopiaavatars,0.2377,True,2331,https://ipfs.io/ipfs/QmUafgt4qoX2Dah6ZzXxTJJDWZVk4hyRHkv1b3ctE93PDj/1029.png,1677874451767,1710.0135444816324,Utopia Avatars,1997,0.05084490042245021,0.37355583555555505,0.17437023622414924,0.16177908113391978,225.0,84.05006299999988,https://i.seadn.io/gcs/files/cbc5a8d5b3d07914432db277a5933fde.png?w=500&auto=format,"Utopia Avatars is a non-fungible token (NFT) collection developed by Utopia, a Web3 ecosystem that aims to revolutionize traditional business operations through the use of blockchain technology.

The collection features 3D art collectible tokens built on the Ethereum blockchain, offering both tangible and virtual opportunities and experiences for its holders.",https://i.seadn.io/gcs/files/b0b96ad523d7dabe189b8e741490b928.jpg?w=500&auto=format,utopiaavatars,False,1822.0,True,Utopia Avatars,0.2579984225228775,-0.20088222633028965,0.613963955225328,2343.0,604.4903039711021,"[0.145695, 0.14212, 0.1537, 0.17215, 0.17275, 0.19761, 0.202325, 0.18925, 0.1901, 0.19834, 0.23764, 0.2377]","[0, 0, 0, 0, 76.8949170000001, 82.54724300000001, 65.11260699999991]",6628.0,['none'],0.23383803794602842,0.0,0.613963955225328,5820.0,1360.9373808458854,337.0,6628.0,1360.9373808458356,UtopiaAvatars,True,https://utopia.io/,,https://raritysniper.com/utopia-avatars,assets_utopia-avatars
1,1677839458430,0.1826756386319278,uncategorized,ethereum,spooky-boys-country-club,0xfd1076d80fff9dc702ae9fdfea0073467b9b3fb7,https://discord.gg/countryclub,0.0268,True,2300,https://media.raritysniper.com/collections/spooky-boys-country-club.webp,1677839458430,932.2426062409091,Spooky Boys Country Club,1702,0.013462574044157244,0.3,29.0,-0.0035564177174265145,2.0,0.6,https://i.seadn.io/gae/_aAcZfUvN38Ft9XFGabNe7DqbocU3zAAChD8L4msgWE1EcNMDi9-FqYnVJE-40k9-UPLIAxi97rJ_9ARIIpGpoJIDloyuILDkMMZ1Q0?w=500&auto=format,"In the depths of the Metaverse, nestled in the eloquent hills of the Ethereum blockchain lies a Country Club, defined by excellence, prestige, and respect. The Spooky Boys Country Club offers 13,000 unique, digital collectibles that represent community through ownership.

The Spooky Boys Country Club members obtain safety, integrity, and metaversal recognition. This project blends hypebeast fashion, country club mannerisms, and spooky vibes to create unique collectibles.

Spooky Boys Country Club was developed by an experienced team and is curated by none other than the most OG Ghost in the game, The “Ghost of the Gram”,  [@HOLYGHOST](https://instagram.com/holyghost) on Instagram.",https://i.seadn.io/gae/tzM3-e-GOFw5IyBwCxl4yhArHMSWQ8FPdiOBFFVo_6HNKSnr8q-wXzfOJ2MOHrB1s1NpG6V0s7qzr4pdNpMiZGY5AXZzceIJpDC5hQ?w=500&auto=format,spooky-boys-country-club-by-holyghost,False,5755.0,True,Spooky Boys Country Club,0.07171648636363637,-0.7559201816301228,-0.10146461972825102,22.0,1.5777627,"[0.0299, 0.0299, 0.0299, 0.02962, 0.029675, 0.0293134, 0.02911128, 0.029289, 0.029289, 0.029289, 0.029289, 0.029289, 0.029289, 0.029116666666666666, 0.0291, 0.02912475, 0.029199, 0.0284, 0.0288, 0.0276598, 0.026825, 0.026925, 0.0269, 0.0269, 0.02686, 0.026916666666666665, 0.026916666666666665, 0.026883333333333332, 0.0269]","[0.056, 0.18123270000000002, 0.0473, 0.04665, 0.50058, 0.22, 0.6]",12999.0,['none'],0.08756627964071853,-0.5417733894726369,-0.13128038897893035,167.0,14.623568699999995,175.0,12999.0,1890.3275085631888,SpookyBoysCC,True,https://www.spookyboys.io/,spookyboyscountryclub,https://raritysniper.com/spooky-boys-country-club,assets_spooky-boys-country-club
2,1677601223253,0.10853028983291337,uncategorized,ethereum,meka-drivers,0xdae97eafb92f988f268626e4b5120c3e6959bfc7,https://discord.gg/mekaverse,0.0468,True,2319,https://media.raritysniper.com/collections/meka-drivers.webp,1677601223253,493.579755862069,Meka Drivers,1135,0.05378037803780378,0.04437,-0.6026685833930969,-0.0007473043663922175,3.0,0.13311,https://i.seadn.io/gcs/files/0f490fe5ff953443a16823343dacce31.jpg?w=500&auto=format,"Introducing the 8888 Meka-Driver collection.

Join the #MEKAGANG and become a part of our epic Meka community! Get exclusive access to the World Map and earn rewards. Experience the ultimate gaming thrill with our partnership CoreGames, where you have the power to control your own Driver. Customize your Driver in-game in the immersive Meka Lore universe and be ready for even more
features to come!

Visit https://themekaverse.com/ for more details.",https://i.seadn.io/gcs/files/bde660047ec7e69ee6b74174d63cf1ff.gif?w=500&auto=format,meka-drivers,False,1104.0,True,Meka Drivers,0.05553327586206897,-0.6809039501006545,0.08690869086908654,58.0,3.2209300000000005,"[0.0393, 0.04415, 0.045, 0.044, 0.044, 0.049, 0.048, 0.048, 0.0476, 0.047, 0.048, 0.048, 0.0478, 0.047, 0.047, 0.047, 0.047, 0.047, 0.047, 0.047, 0.047, 0.047, 0.047, 0.047, 0.0469, 0.04682, 0.04682, 0.0468, 0.0468]","[0.5642, 0.4295999999999999, 0.5920099999999999, 0.49000000000000005, 0.31200000000000006, 0.36, 0.16312000000000001]",8888.0,['none'],0.09760219819797274,0.5374741117794569,0.11504424778761072,444.0,43.335375999899895,478.0,8888.0,71.52146099988991,MekaVerse,True,https://themekaverse.com/,,https://raritysniper.com/meka-drivers,assets_meka-drivers
3,1677360535916,0.05354972625750165,uncategorized,ethereum,hmn5,0x32fc5bcabc1f78308be11754493c49116c0fa35f,,0.0349,True,2321,https://media.raritysniper.com/hmn5/6594-600.webp,1677360535916,317.66566529469026,HMN5,897,0.03698455434320533,0.04810476190476191,1.905043998389601,0.01731824417009575,21.0,1.0102,https://i.seadn.io/gcs/files/1b87e7e0c71fb15638047b61b1b8de54.png?w=500&auto=format,Join our Pioneers as they explore a new frontier.,https://i.seadn.io/gcs/files/59e0f1f9baecedcec8674e307d5fa1c1.png?w=500&auto=format,hmn5,False,717.0,True,HMN5,0.0450142646017699,-0.22301103066354327,0.02910388346651753,113.0,5.086611899999999,"[0.0326, 0.03499995, 0.033999933333333336, 0.03419994, 0.03495994, 0.03484, 0.03288, 0.0348, 0.03493333333333333, 0.03385, 0.0319, 0.0346, 0.03458, 0.0345, 0.03425, 0.033, 0.0345, 0.0345, 0.034666666666666665, 0.030733333333333335, 0.03, 0.03, 0.03, 0.03, 0.0322, 0.035, 0.03496, 0.0349, 0.0349]","[0.3707100000000001, 0.7686299000000001, 1.3057300000000005, 0.509442, 0.8310600000000001, 0.6100000000000001, 1.0102]",6935.0,['none'],0.048467080186915965,-0.28076481729197256,0.090625,535.0,25.92988790000004,261.0,6935.0,76.73675772699987,HMN5_NFT,True,http://hmn5.io/,,https://raritysniper.com/hmn5,assets_hmn5
4,1677168044994,0.2522431407277478,uncategorized,ethereum,diesel-x-hape,0x4ce6c369516560b1e6fa49d41096746293c0a87f,,0.13969,True,2320,https://media.raritysniper.com/collections/diesel-x-hape.webp,1677168044994,174.85315723636356,Diesel x Hape: Antidote to the Status Quo,588,0.107421875,0.11149999999999999,0.22752293944358826,-0.009044798354201581,6.0,0.6689999999999999,https://i.seadn.io/gcs/files/9110475ef92bbab6702a30e58dcfedbf.png?w=500&auto=format,"A collection of Diesel-styled Hapes, co-created by Diesel Creative Director Glenn Martens and Hape Founder Digimental.",https://i.seadn.io/gcs/files/47f305e6bb23e181bb4859d6b2a73896.gif?w=500&auto=format,diesel-x-hape-2023,False,621.0,True,Diesel x Hape: Antidote to the Status Quo Hape,0.1707550363636363,-0.8552080087936784,-0.04265287685741848,55.0,9.391526999999996,"[0.1435, 0.1489, 0.1489, 0.14693333333333333, 0.1449, 0.1479, 0.1375578, 0.148889, 0.14886425, 0.14879, 0.13907, 0.139, 0.14818, 0.14756, 0.14692, 0.14452, 0.143725, 0.1374, 0.1349, 0.1349, 0.1367, 0.1439, 0.1439, 0.143875, 0.1438, 0.1408925, 0.13981, 0.13961333333333334, 0.13979]","[2.5728, 2.8954989999999996, 2.806718, 1.4176089999999997, 0.1438, 0.545, 0.6689999999999999]",1024.0,['none'],0.25224314072774773,0.0,-0.03233627509386371,542.0,136.71578227443928,110.0,1024.0,136.7157822744393,HAPEsocial,True,http://diesel.hape.io,,https://raritysniper.com/diesel-x-hape,assets_diesel-x-hape
5,1676826641239,,uncategorized,cronos,aiko-beanz,0x8fAe79f9b06E3f1525C1de4F88940279dC70C7C9,,,False,2318,https://media.raritysniper.com/collections/aiko-beanz.webp,1676826641239,,AIKO BEANZ,38,,,,,,,,,,,False,,True,AIKO BEANZ,,,,,,,,,['none'],,,,,,,,,,True,,,https://raritysniper.com/aiko-beanz,assets_aiko-beanz
6,1676493681468,0.10980673723871001,uncategorized,ethereum,rug-radio-faces-of-web3-by-cory-van-lew,0xc28313a1080322cd4a23a89b71ba5632d1fc8962,https://discord.gg/rugradio,0.0392,True,2317,https://media.raritysniper.com/collections/rug-radio-faces-of-web3-by-cory-van-lew.webp,1676493681468,1019.3663214978842,Rug Radio Faces of Web3 by Cory Van Lew,1550,0.04725236261813091,0.03933615384615387,-0.2347548007965088,-0.025683512841756354,39.0,1.5341100000000008,https://i.seadn.io/gcs/files/1fa761733f6f5a7a6e06d017dd0e5396.png?w=500&auto=format,"Faces of Web3 is a fine art collection created by Cory Van Lew to represent the Rug Radio community as well as the broader web3 ecosystem.

Your PFP grants you access to the Rug Radio ecosystem alongside our Membership Passes and our Genesis NFTs.

Find out more on: https://www.rug.fm/",https://i.seadn.io/gcs/files/93630aa8afbe4ee7b16c6dc4cbf1f1e8.png?w=500&auto=format,rug-radio-faces-of-web3,False,5505.0,True,Rug Radio Faces of Web3 by Cory Van Lew,0.05097086461812512,-0.7135200324203977,-0.2488315253841639,499.0,25.434461444444434,"[0.0563556, 0.0511, 0.04986666666666666, 0.0508, 0.04926666666666667, 0.0495977777777776, 0.049633333333333335, 0.049633333333333335, 0.049586111111111, 0.05046666666666667, 0.0479, 0.043, 0.0429, 0.042866666666666664, 0.041383333333333334, 0.04048, 0.0429, 0.04138, 0.0429, 0.043916666666666666, 0.04346666666666667, 0.04342, 0.04343333333333333, 0.04306666666666667, 0.04125, 0.040183333333333335, 0.0403, 0.0392, 0.0392]","[4.8881999999999985, 7.717979999999984, 5.436661444444442, 1.14697, 3.8374999999999986, 2.0047300000000003, 1.4981100000000007]",19999.0,['none'],0.10980673723870979,0.0,-0.4066474229230267,6586.0,723.1871714541427,945.0,19999.0,723.1871714541442,RugRadio,True,https://www.rug.fm/,,https://raritysniper.com/rug-radio-faces-of-web3-by-cory-van-lew,assets_rug-radio-faces-of-web3-by-cory-van-lew
7,1676411019891,0.005422771485844741,uncategorized,ethereum,geishas-gardens,0x3c8136dcfb4ca5d8e27f2113db17963caff7b988,https://discord.gg/geishasgardens,0.001,True,2315,https://ipfs.io/ipfs/bafybeifx2qr36qtxph2eb7no2pdmyrhguo3bz7kikswywa6i2znxcfkgva/4009.png,1676411019891,13.973901235555555,Geishas & Gardens,788,0.03217821782178218,0.0,0.0,-4.336808689942016e-16,1.0,0.004,https://i.seadn.io/gcs/files/453598039bf174b44f80068140a4a4cc.png?w=500&auto=format,"Geishas & Gardens is a collection of 4,444 fictional female character portraits, all of which are randomly generated on-chain pixelated digital artworks, composed of hundreds of detailed, complex and diverse set of hand-drawn assets including an immense variety of magical items and garments, placed inside nature-themed, spooky or enchanted settings.",https://i.seadn.io/gcs/files/49b372200132c3c98fed572ca763834e.png?w=500&auto=format,geishas-and-gardens,False,2086.0,True,Geishas & Gardens,0.003144442222222222,-0.9286545185646369,-0.6612665684830633,9.0,0.02829998,"[0.003, 0.003, 0.0029, 0.0029, 0.0029, 0.0028, 0.0028, 0.0028, 0.0027, 0.0027, 0.0027, 0.0027, 0.0027, 0.0027, 0.0027, 0.0027, 0.0027, 0.0026, 0.002125, 0.002, 0.002, 0.00175, 0.0015, 0.0013, 0.001, 0.001, 0.001, 0.001, 0.001]","[0.02029998, 0, 0, 0, 0.004, 0.004, 0.004]",4444.0,['none'],0.005422771485844741,0.0,-0.33333333333333326,219.0,1.1875869553999983,0.0,4444.0,1.1875869553999983,GeishasGardens,True,https://geishasandgardens.com/,,https://raritysniper.com/geishas-gardens,assets_geishas-gardens
8,1676396540337,,uncategorized,ethereum,jacked-degenerates,0x54c6cffa63c435481e17fcdde2572ef24efe17d6,,,False,2314,https://media.raritysniper.com/collections/jacked-degenerates.webp,1676396540337,,JACKED DEGENERATES,948,,,,,,,,,,,False,,True,JACKED DEGENERATES,,,,,,,,,['none'],,,,,,,,,,True,,,https://raritysniper.com/jacked-degenerates,assets_jacked-degenerates
9,1675970410289,0.0649421052631579,uncategorized,ethereum,knights-who-say-nah-warriors,0xd7961426b8039bb69b3dad0f848778a1c116ed4f,https://discord.gg/JSwEyAUfBh,0.024,True,2311,https://media.raritysniper.com/collections/knights-who-say-nah-warriors.webp,1675970410289,22.52155714285714,Knights Who Say Nah - Warriors,995,0.0012970168612191958,0.0,0.0,-0.024390243902439292,0.0,0.0,https://i.seadn.io/gcs/files/7e92927b2950ebb643257422c1b420bb.jpg?w=500&auto=format,"1111 Samurai warriors minting now! https://mint.knightssaynah.com

4,444 warriors from ancient cultures who have travelled through space and time in search of their lost Artifacts.

Artifacts Collection: https://opensea.io/collection/knightsartifacts

Culture 1 - 1111 Samurai

Culture 2 - 1111 [REDACTED]

Culture 3 - 1111 [REDACTED]

Culture 4 - 1111 [REDACTED]",https://i.seadn.io/gcs/files/7a50a853169d5dd3375c9ceb07b4963a.png?w=500&auto=format,knights-who-say-nah-warriors,False,245.0,True,Knights Who Say Nah - Warriors,0.020271428571428572,-0.2685567010309279,0.011759485245174305,7.0,0.1419,"[0.0286, 0.024375, 0.021025, 0.01922, 0.0183, 0.014733333333333333, 0.01088, 0.01, 0.01, 0.01, 0.01425, 0.0185, 0.0277, 0.03, 0.03, 0.03, 0.02925, 0.029875, 0.0295, 0.0295, 0.0295, 0.0295, 0.0295, 0.025, 0.0249, 0.0249, 0.02454, 0.024, 0.024]","[0, 0.0633, 0.031100000000000003, 0.0185, 0.029, 0, 0]",321.0,['none'],0.0649421052631579,0.0,-0.7241379310344827,19.0,1.2339,0.0,321.0,1.2339,KnightsSayNah,True,https://knightssaynah.com,,https://raritysniper.com/knights-who-say-nah-warriors,assets_knights-who-say-nah-warriors
